,Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Location,City,Latitude,Longitude,Rent_per_bed,Rent_per_bath
18777,"Stella Maris, Dubai Marina, Dubai",108991.82561307903,3,2,Apartment,2326,46.858050564522365,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,36330.608537693006,54495.91280653951
18778,"Queens Meadows, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,6769,16.10161406604802,High,Yearly,Unfurnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,21798.365122615804,54495.91280653951
18779,"Rosa, Arabian Ranches 2, Dubai",108991.82561307903,4,2,Villa,4309,25.293995268758184,High,Yearly,Unfurnished,For Rent,Arabian Ranches 2,Dubai,25.03527815,55.27005900335623,27247.956403269756,54495.91280653951
18780,"Sidra 1, Sidra Villas, Dubai Hills Estate, Dubai",108991.82561307903,3,2,Villa,3568,30.547036326535597,High,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,36330.608537693006,54495.91280653951
18781,"Burj Vista 1, Burj Vista, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1779,61.26578168245027,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18782,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1168,93.31491918927998,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18783,"The Address Fountain Views 2, Address Dubai Mall, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1355,80.43677167016902,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18784,"Sadaf 4, Sadaf, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,4,2,Apartment,1797,60.65210106459599,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,27247.956403269756,54495.91280653951
18785,"Stella Maris, Dubai Marina, Dubai",108991.82561307903,3,2,Apartment,2325,46.87820456476517,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,36330.608537693006,54495.91280653951
18786,"The Fairmont Palm Residence South, The Fairmont Palm Residences, Palm Jumeirah, Dubai",108991.82561307903,3,2,Townhouse,4988,21.850807059945506,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,36330.608537693006,54495.91280653951
18787,"Creek Edge Tower 1, Creek Edge, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Apartment,2306,47.26445169691198,High,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18788,"1 JBR, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1933,56.3848037315463,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18789,"Saheel, Arabian Ranches, Dubai",108991.82561307903,5,2,Villa,4909,22.202449707288455,High,Yearly,Unfurnished,For Rent,Arabian Ranches,Dubai,25.04875135,55.26728851815184,21798.365122615804,54495.91280653951
18790,"Apartment Building 6, Bluewaters Residences, Bluewaters Island, Dubai",108991.82561307903,1,2,Apartment,1154,94.44698926609968,High,Yearly,Furnished,For Rent,Bluewaters Island,Dubai,25.082916,55.122156,108991.82561307903,54495.91280653951
18791,"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1563,69.73245400708831,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18792,"Th8, The Crescent, Palm Jumeirah, Dubai",108991.82561307903,3,2,Apartment,1693,64.37792416602423,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,36330.608537693006,54495.91280653951
18793,"Apartment Building 6, Bluewaters Residences, Bluewaters Island, Dubai",108991.82561307903,1,2,Apartment,1153,94.52890339382395,High,Yearly,Furnished,For Rent,Bluewaters Island,Dubai,25.082916,55.122156,108991.82561307903,54495.91280653951
18794,"Al Anbara, Shoreline Apartments, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,2000,54.49591280653951,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,54495.91280653951,54495.91280653951
18795,"Rosa, Arabian Ranches 2, Dubai",108991.82561307903,4,2,Villa,7210,15.11675806006644,High,Yearly,Unfurnished,For Rent,Arabian Ranches 2,Dubai,25.03527815,55.27005900335623,27247.956403269756,54495.91280653951
18796,"Opera Villas, Al Barsha 1, Al Barsha, Dubai",108991.82561307903,4,2,Villa,3767,28.93332243511522,High,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,27247.956403269756,54495.91280653951
18797,"BLVD Heights Tower 1, BLVD Heights, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,2610,41.759320158267826,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18798,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,1440,75.68876778686042,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,54495.91280653951,54495.91280653951
18799,"The Meadows 9, The Meadows, Dubai",108991.82561307903,4,2,Villa,8369,13.023279437576655,High,Yearly,Unfurnished,For Rent,The Meadows,Dubai,25.0671417,55.15679141639751,27247.956403269756,54495.91280653951
18800,"The Meadows 9, The Meadows, Dubai",108991.82561307903,3,2,Villa,6739,16.17329360633314,High,Yearly,Unfurnished,For Rent,The Meadows,Dubai,25.0671417,55.15679141639751,36330.608537693006,54495.91280653951
18801,"Beach Vista 2, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",108991.82561307903,3,2,Apartment,1939,56.21032780457918,High,Yearly,Furnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,36330.608537693006,54495.91280653951
18802,"Marina Quays West, Marina Quays, Dubai Marina, Dubai",108991.82561307903,4,2,Penthouse,2544,42.84269874727949,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,27247.956403269756,54495.91280653951
18803,"Vida Residence Downtown, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1981,55.018589405895504,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18804,"La Vie, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1410,77.29916710147447,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18805,"Asayel Building 2, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",108991.82561307903,4,2,Apartment,2745,39.70558310130384,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1539087,55.2075004,27247.956403269756,54495.91280653951
18806,"DAMAC Heights, Dubai Marina, Dubai",108991.82561307903,3,2,Apartment,1895,57.5154752575615,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,36330.608537693006,54495.91280653951
18807,"Picadilly Green, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,3339,32.64205618840342,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0279508,55.2649127,21798.365122615804,54495.91280653951
18808,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1159,94.03953892414066,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18809,"Banyan Tree Residences, Jumeirah Lake Towers (JLT), Dubai",108991.82561307903,3,2,Apartment,2202,49.49674187696595,High,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,36330.608537693006,54495.91280653951
18810,"The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1522,71.61092353027531,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18811,"Brookfield, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,5147,21.175796699646202,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,21798.365122615804,54495.91280653951
18812,"The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1851,58.88267186011832,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18813,"Address Harbour Point Tower 1, Address Harbour Point, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Apartment,1429,76.27139651020225,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18814,"Act One, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1763,61.821795583141814,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18815,"Kempinski Palm Residence, The Crescent, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,1973,55.24167542477396,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,54495.91280653951,54495.91280653951
18816,"Golf Grove, Dubai Hills Estate, Dubai",108991.82561307903,3,2,Townhouse,2886,37.76570534063722,High,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,36330.608537693006,54495.91280653951
18817,"Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",108991.82561307903,2,2,Apartment,1427,76.3782940526132,High,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,54495.91280653951,54495.91280653951
18818,"Saheel 1, Saheel, Arabian Ranches, Dubai",108991.82561307903,5,2,Villa,8001,13.622275417207726,High,Yearly,Unfurnished,For Rent,Arabian Ranches,Dubai,25.04875135,55.26728851815184,21798.365122615804,54495.91280653951
18819,"Family Villas, Green Community West, Green Community, Dubai",108991.82561307903,5,2,Villa,8918,12.221554789535663,High,Yearly,Unfurnished,For Rent,Green Community,Dubai,25.0053336,55.160834,21798.365122615804,54495.91280653951
18820,"Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",108991.82561307903,3,2,Apartment,2130,51.16987117984929,High,Yearly,Unfurnished,For Rent,Dubai Harbour,Dubai,25.0956188,55.13800090659106,36330.608537693006,54495.91280653951
18821,"Picadilly Green, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,4525,24.08659129570807,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,21798.365122615804,54495.91280653951
18822,"Creekside 18 Tower A, Creekside 18, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Penthouse,2641,41.269150175342304,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18823,"DAMAC Heights, Dubai Marina, Dubai",108991.82561307903,4,2,Apartment,1957,55.69331916866583,High,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,27247.956403269756,54495.91280653951
18824,"Palazzo Versace, Culture Village, Dubai",108991.82561307903,3,2,Hotel Apartment,2239,48.67879661146897,High,Yearly,Furnished,For Rent,Culture Village,Dubai,25.22633235,55.33809781043797,36330.608537693006,54495.91280653951
18825,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,1747,62.38799405442417,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,54495.91280653951,54495.91280653951
18826,"Marina Residences 2, Marina Residences, Palm Jumeirah, Dubai",108991.82561307903,3,2,Apartment,2524,43.182181304706425,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,36330.608537693006,54495.91280653951
18827,"Apartment Building 2, Bluewaters Residences, Bluewaters Island, Dubai",108991.82561307903,2,2,Apartment,1511,72.13224726213039,High,Yearly,Unfurnished,For Rent,Bluewaters Island,Dubai,25.082916,55.122156,54495.91280653951,54495.91280653951
18828,"Avani Palm View Dubai Hotel & Suites, Dubai Media City, Dubai",108991.82561307903,3,2,Apartment,2221,49.07331184740163,High,Yearly,Furnished,For Rent,Dubai Media City,Dubai,25.0935245,55.1515716,36330.608537693006,54495.91280653951
18829,"Umm Suqeim 2, Umm Suqeim, Dubai",108991.82561307903,4,2,Villa,7000,15.570260801868432,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1647586,55.2187285,27247.956403269756,54495.91280653951
18830,"Al Furjan West, Al Furjan, Dubai",108991.82561307903,6,2,Villa,5560,19.60284633328759,High,Yearly,Unfurnished,For Rent,Al Furjan,Dubai,25.0267099,55.1469903,18165.304268846503,54495.91280653951
18831,"Family Villas, Green Community West, Green Community, Dubai",108991.82561307903,5,2,Villa,5600,19.46282600233554,High,Yearly,Unfurnished,For Rent,Green Community,Dubai,25.0053336,55.160834,21798.365122615804,54495.91280653951
18832,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,1646,66.21617594962274,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.10019025,55.11853499506269,54495.91280653951,54495.91280653951
18833,"Al Furjan West, Al Furjan, Dubai",108991.82561307903,6,2,Villa,6752,16.1421542673399,High,Yearly,Unfurnished,For Rent,Al Furjan,Dubai,25.0267099,55.1469903,18165.304268846503,54495.91280653951
18834,"The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1699,64.15057422782756,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18835,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,4500,24.22040569179534,High,Yearly,Unfurnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18836,"Lila, Arabian Ranches 2, Dubai",108991.82561307903,5,2,Villa,4651,23.434062699006454,High,Yearly,Unfurnished,For Rent,Arabian Ranches 2,Dubai,25.03527815,55.27005900335623,21798.365122615804,54495.91280653951
18837,"The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1447,75.32261618528611,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18838,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1162,93.79675181848452,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18839,"Marina Wharf II, Marina Wharf, Dubai Marina, Dubai",108991.82561307903,3,2,Apartment,3521,30.95479284665692,High,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,36330.608537693006,54495.91280653951
18840,"Jewel of the Creek, Port Saeed, Deira, Dubai",108991.82561307903,3,2,Penthouse,2530,43.07977296959645,High,Yearly,Furnished,For Rent,Deira,Dubai,25.2727936,55.305334,36330.608537693006,54495.91280653951
18841,"Picadilly Green, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,5242,20.792030830423315,High,Yearly,Unfurnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,21798.365122615804,54495.91280653951
18842,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Apartment,1601,68.07734266900623,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18843,"Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1703,63.99989760016384,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18844,"Apartment Building 2, Bluewaters Residences, Bluewaters Island, Dubai",108991.82561307903,2,2,Apartment,1677,64.99214407458498,High,Yearly,Unfurnished,For Rent,Bluewaters Island,Dubai,25.082916,55.122156,54495.91280653951,54495.91280653951
18845,"Address Harbour Point, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Apartment,1427,76.3782940526132,High,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18846,"Picadilly Green, DAMAC Hills, Dubai",108991.82561307903,5,2,Villa,3400,32.05641929796442,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0279508,55.2649127,21798.365122615804,54495.91280653951
18847,"Building 2B, City Walk, Al Wasl, Dubai",108991.82561307903,3,2,Apartment,2282,47.7615362020504,High,Yearly,Unfurnished,For Rent,Al Wasl,Dubai,25.1959326,55.2557371,36330.608537693006,54495.91280653951
18848,"The Address Sky View Tower 2, The Address Residence Sky View, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1699,64.15057422782756,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18849,"Family Villas, Green Community West, Green Community, Dubai",108991.82561307903,5,2,Villa,5900,18.4731907818778,High,Yearly,Unfurnished,For Rent,Green Community,Dubai,25.0053336,55.160834,21798.365122615804,54495.91280653951
18850,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",108991.82561307903,3,2,Apartment,1880,57.97437532610586,High,Yearly,Furnished,For Rent,Umm Suqeim,Dubai,25.1647586,55.2187285,36330.608537693006,54495.91280653951
18851,"Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1149,94.85798573810183,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18852,"La Vie, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1400,77.85130400934216,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18853,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,2231,48.85335079026402,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,54495.91280653951,54495.91280653951
18854,"Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1704,63.96233897481163,High,Yearly,Furnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18855,"The Address The Blvd, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1751,62.24547436497944,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18856,"Alvorada 4, Alvorada, Arabian Ranches, Dubai",108991.82561307903,3,2,Villa,3560,30.615681351988492,High,Yearly,Unfurnished,For Rent,Arabian Ranches,Dubai,25.04875135,55.26728851815184,36330.608537693006,54495.91280653951
18857,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,24666,4.4187069493667,High,Yearly,Unfurnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18858,"Umm Suqeim 2, Umm Suqeim, Dubai",108991.82561307903,4,2,Villa,5000,21.798365122615806,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1539087,55.2075004,27247.956403269756,54495.91280653951
18859,"Picadilly Green, DAMAC Hills, Dubai",108991.82561307903,5,2,Apartment,4273,25.50709702997275,High,Yearly,Furnished,For Rent,Damac Hills,Dubai,25.0264384,55.251228,21798.365122615804,54495.91280653951
18860,"One Za'abeel, Za'abeel 1, Za'abeel, Dubai",108991.82561307903,2,2,Apartment,2016,54.063405562043165,High,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,54495.91280653951,54495.91280653951
18861,"Sapphire, Tiara Residences, Palm Jumeirah, Dubai",108991.82561307903,4,2,Penthouse,5064,21.522872356453203,High,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,27247.956403269756,54495.91280653951
18862,"Al Barsha 3, Al Barsha, Dubai",108991.82561307903,6,2,Villa,15000,7.266121707538602,High,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,18165.304268846503,54495.91280653951
18863,"Umm Suqeim 2, Umm Suqeim, Dubai",108991.82561307903,4,2,Villa,4251,25.63910270832252,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1539087,55.2075004,27247.956403269756,54495.91280653951
18864,"Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1826,59.68884206630834,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18865,"Tajer Residence, The Old Town Island, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,2678,40.69896400787118,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18866,"Al Manara, Dubai",108991.82561307903,5,2,Villa,8000,13.623978201634877,High,Yearly,Unfurnished,For Rent,Al Manara,Dubai,25.1448185,55.2144527,21798.365122615804,54495.91280653951
18867,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,4200,25.95043466978072,High,Yearly,Unfurnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18868,"La Vie, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,2,2,Apartment,1389,78.46783701445572,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,54495.91280653951,54495.91280653951
18869,"The Grand, Dubai Creek Harbour, Dubai",108991.82561307903,3,2,Townhouse,3426,31.8131423272268,High,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,36330.608537693006,54495.91280653951
18870,"Cluster 4, The Sustainable City, Dubai",108991.82561307903,4,2,Villa,2340,46.57770325345257,High,Yearly,Furnished,For Rent,The Sustainable City,Dubai,25.02913955,55.27654899222725,27247.956403269756,54495.91280653951
18871,"Palazzo Versace, Culture Village, Dubai",108991.82561307903,3,2,Apartment,2292,47.553152536247396,High,Yearly,Furnished,For Rent,Culture Village,Dubai,25.22633235,55.33809781043797,36330.608537693006,54495.91280653951
18872,"Al Manara, Dubai",108991.82561307903,5,2,Villa,40000,2.7247956403269757,High,Yearly,Unfurnished,For Rent,Al Manara,Dubai,25.1448185,55.2144527,21798.365122615804,54495.91280653951
18873,"Al Awir, Dubai",108991.82561307903,5,2,Villa,13000,8.383986585621463,High,Yearly,Unfurnished,For Rent,Al Awir,Dubai,25.177447,55.5695341,21798.365122615804,54495.91280653951
18874,"Al Barsha 2, Al Barsha, Dubai",108991.82561307903,7,2,Villa,15000,7.266121707538602,High,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,15570.260801868431,54495.91280653951
18875,"Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR), Dubai",108991.82561307903,4,2,Penthouse,6307,17.281088570331224,High,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,27247.956403269756,54495.91280653951
18876,"Umm Suqeim 2, Umm Suqeim, Dubai",108991.82561307903,5,2,Villa,6500,16.767973171242925,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1539087,55.2075004,21798.365122615804,54495.91280653951
18877,"Al Quoz 1, Al Quoz, Dubai",108991.82561307903,4,2,Villa,10000,10.899182561307903,High,Yearly,Unfurnished,For Rent,Al Quoz,Dubai,25.1177213,55.2357807,27247.956403269756,54495.91280653951
18878,"Al Manara, Dubai",108991.82561307903,4,2,Villa,4500,24.22040569179534,High,Yearly,Furnished,For Rent,Al Manara,Dubai,25.1448185,55.2144527,27247.956403269756,54495.91280653951
18879,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,5000,21.798365122615806,High,Yearly,Unfurnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18880,"Nad Al Sheba Villas, Nad Al Sheba 3, Nad Al Sheba, Dubai",108991.82561307903,5,2,Villa,5060,21.539886484798224,High,Yearly,Furnished,For Rent,Nad Al Sheba,Dubai,25.1597355,55.3436278,21798.365122615804,54495.91280653951
18881,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,5000,21.798365122615806,High,Yearly,Furnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18882,"Forat, The Lakes, Dubai",108991.82561307903,4,2,Villa,2846,38.29649529623297,High,Yearly,Furnished,For Rent,The Lakes,Dubai,25.08086255,55.16924097168776,27247.956403269756,54495.91280653951
18883,"Jumeirah 1, Jumeirah, Dubai",108991.82561307903,5,2,Villa,4600,23.69387513327805,High,Yearly,Unfurnished,For Rent,Jumeirah,Dubai,25.2069604,55.2474974,21798.365122615804,54495.91280653951
18884,"Al Barsha 2, Al Barsha, Dubai",108991.82561307903,7,2,Villa,12000,9.082652134423252,High,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,15570.260801868431,54495.91280653951
18885,"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",108991.82561307903,2,2,Apartment,1226,88.90034715585564,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,54495.91280653951,54495.91280653951
18886,"Umm Suqeim 1, Umm Suqeim, Dubai",108991.82561307903,5,2,Villa,5000,21.798365122615806,High,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1647586,55.2187285,21798.365122615804,54495.91280653951
18887,"Act Two, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,1851,58.88267186011832,High,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
18888,"Sofitel Dubai The Palm, The Crescent, Palm Jumeirah, Dubai",108991.82561307903,2,2,Apartment,1453,75.01157991264901,High,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,54495.91280653951,54495.91280653951
18889,"Al Barsha 2, Al Barsha, Dubai",108991.82561307903,5,2,Villa,8000,13.623978201634877,High,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,21798.365122615804,54495.91280653951
18890,"Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",108991.82561307903,3,2,Apartment,2657,41.02063440462138,High,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,36330.608537693006,54495.91280653951
