instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area
4/9/13,1500000,COMPLETED,Land,Commercial,Al Ras,42.04
4/9/13,4200000,COMPLETED,Land,Residential,Al Barsha Second,1393.55
5/9/13,55000,COMPLETED,Land,Residential,Wadi Al Safa 2,2494.17
5/9/13,16672500,COMPLETED,Land,Commercial,Mankhool,1147.35
8/9/13,2100000,COMPLETED,Unit,Flat,Al Thanyah Fifth,182.65
9/9/13,124367040,COMPLETED,Land,Residential,Wadi Al Safa 4,144425.89
9/9/13,139348890,COMPLETED,Land,Residential,Al Yelayiss 2,287687.3
10/9/13,575000,COMPLETED,Unit,Flat,Wadi Al Safa 5,65.47
11/9/13,130000000,COMPLETED,Land,Residential,Jumeirah Third,10097.81
11/9/13,11293200,COMPLETED,Land,Residential,Al Karama,874.35
12/9/13,375000,COMPLETED,Unit,Flat,Al Warsan First,68
12/9/13,2250000,COMPLETED,Unit,Flat,Burj Khalifa,110.09
12/9/13,7000000,COMPLETED,Land,Commercial,Al Hebiah Fourth,1118.53
12/9/13,1700000,COMPLETED,Land,Residential,Al Barsha South Fifth,180
16-09-2013,79760100,COMPLETED,Land,Residential,Jumeirah First,9075.88
16-09-2013,14865000,COMPLETED,Land,Industrial,Al Goze Industrial Second,4603.34
17-09-2013,27350500,COMPLETED,Land,Commercial,Al Qusais First,1328.03
17-09-2013,165367500,COMPLETED,Land,Residential Flats,Marsa Dubai,10242.09
18-09-2013,29006000,COMPLETED,Land,Commercial,Nadd Hessa,4944.49
18-09-2013,35000000,COMPLETED,Land,Commercial,Eyal Nasser,381.35
18-09-2013,12090000,COMPLETED,Land,Commercial,Naif,449.29
18-09-2013,2424300,COMPLETED,Land,Residential,Wadi Al Safa 5,750.75
19-09-2013,275000,COMPLETED,Unit,Flat,Warsan Fourth,36.7
19-09-2013,640000,COMPLETED,Unit,Flat,Warsan Fourth,85.47
19-09-2013,522000,COMPLETED,Unit,Flat,Warsan Fourth,69.4
19-09-2013,640000,COMPLETED,Unit,Flat,Warsan Fourth,85.47
19-09-2013,4000400,COMPLETED,Land,,Nad Al Shiba Fourth,1858.23
19-09-2013,640000,COMPLETED,Unit,Flat,Warsan Fourth,85.47
19-09-2013,630000,COMPLETED,Unit,Flat,Warsan Fourth,83.89
19-09-2013,640000,COMPLETED,Unit,Flat,Warsan Fourth,85.47
19-09-2013,630000,COMPLETED,Unit,Flat,Warsan Fourth,83.89
22-09-2013,255997000,COMPLETED,Land,Commercial,Jabal Ali Industrial First,207179.73
22-09-2013,7500000,COMPLETED,Land,Residential,Mirdif,1857.88
22-09-2013,10400000,COMPLETED,Land,Residential,Al Qusais First,1486.45
22-09-2013,2500000,COMPLETED,Land,Commercial,Abu Hail,567.36
22-09-2013,5500000,COMPLETED,Land,Residential,Al Mamzer,1393.55
22-09-2013,700000,COMPLETED,Land,Commercial,Al Muteena,125.66
22-09-2013,2000000,COMPLETED,Land,Commercial,Al Muteena,202.06
22-09-2013,3000000,COMPLETED,Land,Commercial,Al Murqabat,278.69
23-09-2013,2300000,COMPLETED,Building,Villa,Wadi Al Safa 6,418.67
23-09-2013,9300000,COMPLETED,Land,Residential,Jumeirah First,1440
23-09-2013,13864000,COMPLETED,Land,Residential,Naif,322.57
23-09-2013,4000000,COMPLETED,Unit,Flat,Burj Khalifa,246.1
25-09-2013,11672000,COMPLETED,Land,Commercial,Al Jadaf,2275
25-09-2013,12000000,COMPLETED,Land,Agricultural,Nazwah,54319.48
25-09-2013,76447400,COMPLETED,Land,Residential Flats,Marsa Dubai,3087.91
26-09-2013,2300000,COMPLETED,Land,Residential,Hor Al Anz East,1021.91
26-09-2013,7500000,COMPLETED,Land,Residential,Mirdif,1393.55
29-09-2013,25000000,COMPLETED,Land,Commercial,Al Raffa,256.04
29-09-2013,95461500,COMPLETED,Land,Commercial,Um Al Sheif,5912.44
30-09-2013,37600000,COMPLETED,Land,Residential,Al Khawaneej First,20504.44
30-09-2013,2500000,COMPLETED,Land,Commercial,Al Karama,211.35
1/10/13,2000000,COMPLETED,Unit,Flat,Marsa Dubai,132.93
1/10/13,3200000,COMPLETED,Unit,Flat,Marsa Dubai,183.86
1/10/13,2600000,COMPLETED,Land,Residential,Al Bada,585.29
2/10/13,2000000,COMPLETED,Land,Residential,Wadi Al Safa 6,592.72
2/10/13,6000000,COMPLETED,Land,Residential,Mirdif,1393.55
2/10/13,4500000,COMPLETED,Land,Residential,Al Jafliya,1410.27
2/10/13,10952500,COMPLETED,Land,Residential,Al Rashidiya,4070.18
2/10/13,23019900,COMPLETED,Land,Commercial,Hor Al Anz,7128.75
2/10/13,24200000,COMPLETED,Land,Agricultural,Wadi Al Amardi,34160.35
2/10/13,62795950,COMPLETED,Land,Commercial,Al Khabeesi,16667.85
2/10/13,66147000,COMPLETED,Land,Commercial,Al Garhoud,10242.09
2/10/13,2300000,COMPLETED,Land,Commercial,Al Dhagaya,137.67
3/10/13,60000000,COMPLETED,Land,Hotel,Madinat Dubai Almelaheyah,1579.35
3/10/13,110000000,COMPLETED,Land,Hotel,Al Garhoud,4571.94
3/10/13,1250005700,COMPLETED,Land,Commercial,Um Hurair Second,29028.47
3/10/13,4580000,COMPLETED,Land,Residential,Al Manara,696.77
3/10/13,18852000,COMPLETED,Land,Commercial,Al Murqabat,1167.6
6/10/13,14400000,COMPLETED,Land,Commercial,Al Jadaf,1216.01
7/10/13,2700000,COMPLETED,Unit,Flat,Marsa Dubai,154.13
8/10/13,1000000,COMPLETED,Unit,Flat,Al Thanyah Fifth,46.92
9/10/13,32000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,2428.09
9/10/13,2000000,COMPLETED,Building,Villa,Al Thanayah Fourth,172.49
20-10-2013,29235000,COMPLETED,Land,Commercial,Al Bada,5432.04
22-10-2013,50220000,COMPLETED,Land,Commercial,Al Raffa,2591.91
22-10-2013,5197500,COMPLETED,Land,Residential,Al Barsha Second,1463.22
22-10-2013,5103000,COMPLETED,Land,Residential,Um Suqaim First,790.14
22-10-2013,2100000,COMPLETED,Unit,Flat,Marsa Dubai,108.98
23-10-2013,74497990,COMPLETED,Land,Residential,Jumeirah Third,6921.09
23-10-2013,4000000,COMPLETED,Land,Industrial,Um Ramool,3737.02
24-10-2013,60000000,COMPLETED,Land,,Al Nahda Second,1537.54
24-10-2013,1700000,COMPLETED,Unit,Flat,Marsa Dubai,95.67
24-10-2013,1100000,COMPLETED,Unit,Flat,Al Hebiah Fourth,85.41
24-10-2013,22000000,COMPLETED,Land,Commercial,Eyal Nasser,341.49
27-10-2013,49132500,COMPLETED,Land,Commercial,Um Hurair Second,5830.13
28-10-2013,16934250,COMPLETED,Land,Residential,Jumeirah Third,2100.82
18-06-2013,4000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,567.92
19-06-2013,300000,COMPLETED,Unit,Flat,Al Warsan First,43
1/1/14,2400000,COMPLETED,Land,Commercial,Hor Al Anz,222.96
19-06-2013,1300000,COMPLETED,Land,Residential,Hor Al Anz,229.93
19-06-2013,4300000,COMPLETED,Unit,Flat,Marsa Dubai,361.46
20-06-2013,2000000,COMPLETED,Unit,Flat,Burj Khalifa,141.58
20-06-2013,33954800,COMPLETED,Land,Residential,Al Qusais First,14338.65
20-06-2013,3200000,COMPLETED,Building,Villa,Wadi Al Safa 2,206.33
20-06-2013,42345100,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,11239.96
20-06-2013,44763710,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,11239.68
25-06-2013,8277514,COMPLETED,Land,Commercial,Al Muteena,1098.22
25-06-2013,12200000,COMPLETED,Land,,Um Suqaim Third,1505.86
25-06-2013,4200000,COMPLETED,Land,Residential,Mirdif,696.77
25-06-2013,60000000,COMPLETED,Land,,Al Warqa First,3896.54
26-06-2013,1277400,COMPLETED,Land,Residential,Hor Al Anz,197.5
26-06-2013,1300000,COMPLETED,Land,Government Housing,Al Rashidiya,594.58
27-06-2013,3500000,COMPLETED,Land,Commercial,Al Waheda,1385.18
27-06-2013,9928000,COMPLETED,Land,Residential,Al Mizhar Second,3716.12
30-06-2013,40000000,COMPLETED,Land,Residential,Al Karama,1068.84
30-06-2013,40000000,COMPLETED,Land,Commercial,Mankhool,1493.86
1/7/13,5600000,COMPLETED,Unit,Flat,Palm Jumeirah,207.18
1/7/13,5400000,COMPLETED,Unit,Flat,Palm Jumeirah,200.22
1/7/13,58000000,COMPLETED,Land,Commercial,Al Barsha First,1431.64
1/7/13,62000000,COMPLETED,Land,Commercial,Al Barsha First,1393.55
1/7/13,60000000,COMPLETED,Land,Commercial,Oud Metha,2665.45
1/7/13,59189440,COMPLETED,Land,Government Housing,Al Khawaneej First,24278.93
1/7/13,1200000,COMPLETED,Unit,Flat,Marsa Dubai,71.35
1/7/13,5200000,COMPLETED,Land,Residential,Al Barsha Second,910.45
2/7/13,11000000,COMPLETED,Land,Residential,Al Mamzer,1672.25
2/7/13,161119000,COMPLETED,Land,Residential,Jumeirah First,22154.19
3/7/13,1800000,COMPLETED,Unit,Flat,Marsa Dubai,110.34
3/7/13,4800000,COMPLETED,Unit,Flat,Trade Center Second,299.98
4/7/13,1300000,COMPLETED,Land,Residential,Al Twar Fourth,594.58
8/7/13,1800000,COMPLETED,Unit,Flat,Marsa Dubai,119.48
9/7/13,28000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,3637.08
9/7/13,26000000,COMPLETED,Land,Residential,Jumeirah Second,3716.12
9/7/13,1764840,COMPLETED,Land,Residential,Wadi Al Safa 5,745.27
10/7/13,4800000,COMPLETED,Land,Residential,Mirdif,1393.55
10/7/13,36000000,COMPLETED,Land,Commercial,Al Barsha First,1115.02
11/7/13,5500000,COMPLETED,Land,Commercial,Al Thanayah Fourth,555.37
11/7/13,5500000,COMPLETED,Land,Residential,Al Barsha Third,1393.55
11/7/13,19999990,COMPLETED,Land,Commercial,Oud Metha,1858.01
14-07-2013,1000000,COMPLETED,Land,Residential,Al Rashidiya,334.45
14-07-2013,9000000,COMPLETED,Land,,Um Al Sheif,1393.55
14-07-2013,1150000,COMPLETED,Unit,Flat,Al Thanyah Third,70.42
15-07-2013,1000000,COMPLETED,Land,Residential,Abu Hail,232.25
16-07-2013,24000000,COMPLETED,Land,Residential,Al Qusais First,1486.45
21-07-2013,1330000,COMPLETED,Unit,Flat,Al Thanyah Fifth,123.33
22-07-2013,526786000,COMPLETED,Land,Commercial,Um Hurair Second,55562.54
22-07-2013,1400000,COMPLETED,Unit,Flat,Marsa Dubai,110.43
23-07-2013,800000,COMPLETED,Unit,Office,Al Barsha South Fourth,149.67
24-07-2013,37000000,COMPLETED,Land,Commercial,Al Barsha First,1114.84
25-07-2013,3000000,COMPLETED,Land,Residential,Mirdif,696.77
25-07-2013,17000000,COMPLETED,Land,Residential,Hor Al Anz,897.89
28-07-2013,78566400,COMPLETED,Land,Commercial,Al Muteena,6082.36
28-07-2013,34094400,COMPLETED,Land,Residential,Wadi Al Safa 4,3959.34
28-07-2013,126471296,COMPLETED,Land,Residential,Wadi Al Safa 4,104906.81
29-07-2013,900000,COMPLETED,Unit,Flat,Al Hebiah Fifth,139.46
30-07-2013,1200000,COMPLETED,Unit,Office,Business Bay,111.32
30-07-2013,2400000,COMPLETED,Unit,Flat,Marsa Dubai,155.72
30-07-2013,2000000,COMPLETED,Land,Residential,Al Rashidiya,1081.86
4/8/13,4500000,COMPLETED,Building,Villa,Al Hebiah First,973.31
6/8/13,21720000,COMPLETED,Land,Commercial,Al Barsha First,1681.55
11/8/13,55000000,COMPLETED,Land,Commercial,Al Karama,3746.39
11/8/13,51250000,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,23931.81
13-08-2013,550000,COMPLETED,Unit,Flat,Al Warsan First,108.14
14-08-2013,221072000,COMPLETED,Land,Residential,Jumeirah First,20538.23
14-08-2013,44750400,COMPLETED,Land,Commercial,Al Hamriya,3464.54
15-08-2013,4871250,COMPLETED,Land,Residential,Jumeirah First,1005.67
18-08-2013,13932640,COMPLETED,Land,,Al Warqa First,2087.72
18-08-2013,83039400,COMPLETED,Land,Commercial,Naif,1788.98
20-08-2013,3466936,COMPLETED,Land,Airport,Madinat Al Mataar,2147.26
20-08-2013,28800000,COMPLETED,Land,Industrial,Al Qusais Industrial First,3344.51
20-08-2013,880000,COMPLETED,Unit,Office,Al Thanyah Fifth,102.01
20-08-2013,28000000,COMPLETED,Land,Commercial,Palm Jumeirah,1517.65
20-08-2013,4998000,COMPLETED,Unit,Flat,Burj Khalifa,132.67
20-08-2013,8787900,COMPLETED,Unit,Flat,Burj Khalifa,247.4
21-08-2013,6538325,COMPLETED,Unit,Flat,Burj Khalifa,177.35
21-08-2013,4850700,COMPLETED,Unit,Flat,Burj Khalifa,130.62
22-08-2013,20031000,COMPLETED,Land,Commercial,Al Murqabat,1240.58
22-08-2013,24000000,COMPLETED,Land,,Al Mamzer,1858.06
22-08-2013,41895000,COMPLETED,Land,Residential,Jumeirah Third,5560.24
22-08-2013,12500000,COMPLETED,Land,Residential,Al Manara,1393.55
25-08-2013,53000000,COMPLETED,Land,,Al Jafliya,6562.53
25-08-2013,1792200,COMPLETED,Land,Residential,Wadi Al Safa 5,555
26-08-2013,6000000,COMPLETED,Land,Commercial,Al Mararr,166.73
26-08-2013,1520262,COMPLETED,Unit,Office,Al Thanyah Fifth,156.93
26-08-2013,1522296,COMPLETED,Unit,Office,Al Thanyah Fifth,157.14
27-08-2013,16065600,COMPLETED,Land,Commercial,Mankhool,1865.68
27-08-2013,6000000,COMPLETED,Land,Commercial,Al Thanayah Fourth,870.41
27-08-2013,54280800,COMPLETED,Land,,Um Suqaim Third,6303.55
28-08-2013,719100000,COMPLETED,Land,Commercial,Marsa Dubai,33403.27
1/9/13,158745000,COMPLETED,Land,Residential Flats,Marsa Dubai,4916.05
1/9/13,304860000,COMPLETED,Land,Residential Flats,Marsa Dubai,5592.06
2/9/13,52810000,COMPLETED,Land,,Al Hudaiba,2427.83
4/9/13,1944000,COMPLETED,Land,Commercial,Al Dhagaya,90.38
4/9/13,4200000,COMPLETED,Land,Residential,Al Barsha Second,1393.55
4/9/13,600000,COMPLETED,Unit,Flat,Al Thanyah Fifth,43.88
4/9/13,2800000,COMPLETED,Unit,Flat,Marsa Dubai,174.87
5/9/13,1650000,COMPLETED,Unit,Flat,Marsa Dubai,123.5
8/9/13,1800000,COMPLETED,Land,Residential,Al Rashidiya,334.45
8/9/13,850000,COMPLETED,Land,Residential,Al Waheda,229.47
9/9/13,450000,COMPLETED,Unit,Flat,Jabal Ali,51
10/9/13,60834400,COMPLETED,Land,Commercial,Al Barsha First,2568.95
11/9/13,24811200,COMPLETED,Land,Commercial,Al Jadaf,2561.15
12/9/13,9162500,COMPLETED,Land,Commercial,Al Mararr,340.49
12/9/13,7495000,COMPLETED,Land,,Al Warqa First,1392.62
12/9/13,9183000,COMPLETED,Land,Commercial,Naif,284.51
15-09-2013,4000000,COMPLETED,Building,Villa,Dubai Investment Park First,874.23
16-09-2013,52000000,COMPLETED,Land,Residential,Al Raffa,2415.92
16-09-2013,4650000,COMPLETED,Land,Residential,Al Barsha Second,1393.55
16-09-2013,43925928,COMPLETED,Land,Residential,Al Garhoud,3400.71
17-09-2013,9500000,COMPLETED,Land,Residential,Jumeirah Second,1393.55
17-09-2013,1800000000,COMPLETED,Land,Commercial,Jabal Ali First,152821.4
18-09-2013,3300000,COMPLETED,Land,Residential,Al Barsha South Fifth,240
18-09-2013,49635200,COMPLETED,Land,Residential,Jumeirah First,5764.07
18-09-2013,4000000,COMPLETED,Unit,Flat,Burj Khalifa,102.47
18-09-2013,2000000,COMPLETED,Building,Villa,Al Thanayah Fourth,207
19-09-2013,4550000,COMPLETED,Land,Commercial,Al Karama,522.59
19-09-2013,10600000,COMPLETED,Land,Commercial,Al Warqa First,1517.86
19-09-2013,87247600,COMPLETED,Land,,Al Hudaiba,3684.35
19-09-2013,261000,COMPLETED,Unit,Flat,Warsan Fourth,34.65
19-09-2013,630000,COMPLETED,Unit,Flat,Warsan Fourth,84.08
19-09-2013,6300000,COMPLETED,Unit,Flat,Marsa Dubai,422.09
19-09-2013,520000,COMPLETED,Unit,Flat,Warsan Fourth,69.21
19-09-2013,1200000,COMPLETED,Unit,Flat,Al Barsha South Fourth,98.05
19-09-2013,520000,COMPLETED,Unit,Flat,Warsan Fourth,69.4
22-09-2013,7834030,COMPLETED,Land,Agricultural,Grayteesah,73049.46
22-09-2013,12000000,COMPLETED,Land,Agricultural,Al Aweer Second,29986.02
22-09-2013,2000000,COMPLETED,Land,Residential,Al Muteena,232.34
22-09-2013,9750000,COMPLETED,Land,Commercial,Al Khabeesi,1648.02
22-09-2013,497748000,COMPLETED,Land,Commercial,Dubai Investment Park First,462423.06
23-09-2013,10127250,COMPLETED,Land,Residential,Al Barshaa South Third,3763.41
23-09-2013,3104000,COMPLETED,Land,Commercial,Al Ras,144.36
23-09-2013,7425600,COMPLETED,Land,Commercial,Al Muteena,575.28
24-09-2013,3750000,COMPLETED,Land,Residential,Al Mizhar First,1393.55
24-09-2013,2500000,COMPLETED,Unit,Flat,Business Bay,115.32
24-09-2013,3600000,COMPLETED,Land,Industrial,Al Goze Industrial Third,4087.82
24-09-2013,1900000,COMPLETED,Unit,Flat,Burj Khalifa,76.86
24-09-2013,660900,COMPLETED,Land,Commercial,Hor Al Anz,204.69
24-09-2013,12500000,COMPLETED,Land,Commercial,Al Barshaa South Second,3052.05
24-09-2013,9000000,COMPLETED,Land,Commercial,Naif,334.48
30-09-2013,4950000,COMPLETED,Land,Residential,Al Mizhar First,2090.32
1/10/13,40752800,COMPLETED,Land,Commercial,Al Jadaf,4732.58
2/10/13,33960000,COMPLETED,Land,Residential,Hor Al Anz,5258.25
2/10/13,9018027,COMPLETED,Land,Agricultural,Al Aweer Second,27926.74
2/10/13,4913600,COMPLETED,Land,Residential Flats,Muhaisanah Fourth,1141.22
2/10/13,28571200,COMPLETED,Land,Residential,Jumeirah First,3317.94
2/10/13,99650400,COMPLETED,Land,Commercial,Um Ramool,11572.37
2/10/13,1500000,COMPLETED,Unit,Flat,Burj Khalifa,88.44
3/10/13,23456394,COMPLETED,Land,Commercial,Me'Aisem First,4272.88
3/10/13,3200000,COMPLETED,Land,Residential,Al Satwa,594.6
7/10/13,6428930,COMPLETED,Land,Residential,Mirdif,1389.09
7/10/13,4200000,COMPLETED,Unit,Flat,Marsa Dubai,248.31
8/10/13,4200000,COMPLETED,Land,Residential,Um Suqaim First,438.22
8/10/13,1851300,COMPLETED,Land,Residential,Wadi Al Safa 5,573.3
9/10/13,1900000,COMPLETED,Land,Residential,Al Bada,232.26
9/10/13,1100000,COMPLETED,Land,Residential,Al Rashidiya,334.45
9/10/13,44000000,COMPLETED,Land,Residential,Al Murqabat,1961.37
9/10/13,101190600,COMPLETED,Land,Residential,Al Muteena,15553.03
9/10/13,1400000,COMPLETED,Unit,Flat,Al Thanyah Fifth,92.02
20-10-2013,13458490,COMPLETED,Land,,Al Warqa First,2119.21
21-10-2013,46000000,COMPLETED,Land,Commercial,Al Raffa,1482.67
21-10-2013,24000000,COMPLETED,Land,Commercial,Al Mararr,627.08
21-10-2013,3200000,COMPLETED,Land,Commercial,Al Muteena,378.84
21-10-2013,2529600,COMPLETED,Land,Commercial,Port Saeed,391.68
21-10-2013,10000000,COMPLETED,Land,Residential,Mirdif,1393.57
21-10-2013,796520,COMPLETED,Land,Residential,Hor Al Anz,211.36
21-10-2013,1900000,COMPLETED,Land,Residential,Al Rashidiya,1021.94
22-10-2013,9215200,COMPLETED,Land,,Ras Al Khor Industrial Third,2140.28
23-10-2013,9664920,COMPLETED,Land,Residential,Wadi Al Safa 2,2494.17
24-10-2013,5000000,COMPLETED,Land,,Nad Al Hamar,1858.06
24-10-2013,3000000,COMPLETED,Unit,Flat,Al Thanyah Third,161.09
24-10-2013,9000000,COMPLETED,Land,Commercial,Al Suq Al Kabeer,123.8
24-10-2013,7574000,COMPLETED,Land,Commercial,Al Muteena,1004.5
24-10-2013,10000000,COMPLETED,Land,Commercial,Eyal Nasser,209.78
27-10-2013,12375000,COMPLETED,Land,Industrial,Al Goze Industrial Fourth,3832.27
28-10-2013,13500000,COMPLETED,Land,Residential,Um Suqaim Third,946.22
28-10-2013,53015600,COMPLETED,Land,Industrial,Ras Al Khor Industrial Second,12312.76
28-10-2013,32102400,COMPLETED,Land,Industrial,Al Goze First,3728.01
28-10-2013,3000000,COMPLETED,Building,Villa,Al Thanayah Fourth,339.45
28-10-2013,1300000,COMPLETED,Unit,Flat,Marsa Dubai,81.57
30-10-2013,51812625,COMPLETED,Land,Commercial,Wadi Al Safa 5,6214.45
30-10-2013,8404889,COMPLETED,Land,Industrial,Al Warsan Third,7219.15
30-10-2013,18504000,COMPLETED,Land,Commercial,Al Barsha First,1146.05
30-10-2013,230000000,COMPLETED,Land,Residential,Al Barsha First,9787.33
30-10-2013,200000000,COMPLETED,Land,Commercial,Al Rega,2405.07
30-10-2013,100000000,COMPLETED,Land,Residential,Al Goze Fourth,6938
31-10-2013,50844200,COMPLETED,Land,Commercial,Port Saeed,2147.03
18-11-2013,1500000,COMPLETED,Unit,Flat,Dubai Investment Park First,237.35
18-11-2013,4500000,COMPLETED,Unit,Flat,Marsa Dubai,267.72
18-11-2013,4000000,COMPLETED,Building,Villa,Al Thanayah Fourth,257.3
19-11-2013,4500000,COMPLETED,Unit,Hotel Apartment,Burj Khalifa,81.75
19-11-2013,12000000,COMPLETED,Land,Residential,Al Muteena,371.61
19-11-2013,142981800,COMPLETED,Land,Warehouse,Jabal Ali Industrial First,49312.86
20-11-2013,2066445,COMPLETED,Land,Commercial,Hor Al Anz,213.31
20-11-2013,90000000,COMPLETED,Land,Commercial,Hor Al Anz East,2826.78
20-11-2013,2000000,COMPLETED,Building,Villa,Al Thanayah Fourth,172.5
20-11-2013,45000000,COMPLETED,Land,,Oud Metha,2787.06
20-11-2013,35000000,COMPLETED,Land,Agricultural,Wadi Al Amardi,53786.1
24-11-2013,8000000,COMPLETED,Land,Residential,Al Hudaiba,1393.54
24-11-2013,35026460,COMPLETED,Land,Organizations,Al Rowaiyah Third,23243.35
24-11-2013,72198000,COMPLETED,Land,Commercial,Al Jadaf,13414.82
24-11-2013,6000000,COMPLETED,Land,Residential,Muhaisanah First,1493.69
25-11-2013,90000000,COMPLETED,Land,Residential Flats,Marsa Dubai,2518.14
25-11-2013,4611880,COMPLETED,Land,Residential,Al Hebiah Second,1530.21
25-11-2013,19415750,COMPLETED,Land,Commercial,Al Hebiah First,7215.13
26-11-2013,1977000,COMPLETED,Land,Commercial,Al Raffa,183.68
26-11-2013,3711510,COMPLETED,Land,Residential,Wadi Al Safa 3,1044.88
26-11-2013,58000000,COMPLETED,Land,Commercial,Al Murqabat,1141.22
27-11-2013,20000000,COMPLETED,Unit,Flat,Burj Khalifa,426.98
3/12/13,1600000,COMPLETED,Unit,Flat,Burj Khalifa,104.89
3/12/13,1600000,COMPLETED,Unit,Flat,Marsa Dubai,138.5
4/12/13,5950000,COMPLETED,Land,Labor Camp,Al Ttay,1579.35
4/12/13,57751200,COMPLETED,Land,Industrial,Al Hebiah Fourth,210077.84
8/12/13,2500000,COMPLETED,Land,Residential,Al Bada,232.26
9/12/13,7500000,COMPLETED,Unit,Flat,Burj Khalifa,186.55
9/12/13,9500000,COMPLETED,Land,Industrial,Ras Al Khor Industrial First,2393.36
10/12/13,15504950,COMPLETED,Land,Commercial,Wadi Al Safa 5,3032.54
10/12/13,62000000,COMPLETED,Land,Commercial,Al Barsha First,1231.24
10/12/13,2100000,COMPLETED,Unit,Flat,Marsa Dubai,124.2
11/12/13,1500000,COMPLETED,Unit,Office,Business Bay,97
12/12/13,2900000,COMPLETED,Land,Residential,Al Waheda,556.63
12/12/13,13955400,COMPLETED,Land,Commercial,Wadi Al Safa 5,2881.11
12/12/13,3450000,COMPLETED,Unit,Flat,Palm Jumeirah,160.5
12/12/13,5000000,COMPLETED,Land,Residential,Wadi Al Safa 6,772.95
15-12-2013,25000000,COMPLETED,Land,Commercial,Al Nahda First,2322.58
15-12-2013,48075000,COMPLETED,Land,,Al Bada,4466.31
16-12-2013,3000000,COMPLETED,Land,Commercial,Al Khabeesi,451.04
16-12-2013,30695388,COMPLETED,Land,Commercial,Al Barsha First,9505.65
16-12-2013,38295600,COMPLETED,Land,Commercial,Um Hurair Second,2964.82
17-12-2013,3017000,COMPLETED,Land,Commercial,Hor Al Anz,280.29
17-12-2013,8000000,COMPLETED,Land,General Use,Al Suq Al Kabeer,157.19
17-12-2013,12000000,COMPLETED,Land,Residential,Mirdif,929.03
18-12-2013,6251150,COMPLETED,Land,Airport,Madinat Al Mataar,2640
19-12-2013,2700000,COMPLETED,Unit,Flat,Marsa Dubai,167.6
19-12-2013,800000,COMPLETED,Unit,Flat,Al Hebiah Fourth,82.16
22-12-2013,6500000,COMPLETED,Land,Commercial,Al Murqabat,427.53
22-12-2013,1512000,COMPLETED,Land,Residential,Al Satwa,234.12
22-12-2013,80000000,COMPLETED,Land,Commercial,Um Hurair Second,3069.94
23-12-2013,45000000,COMPLETED,Land,Commercial,Al Barsha First,1114.84
